epoch,f1-score,iou_score,loss,lr,precision,recall,val_f1-score,val_iou_score,val_loss,val_precision,val_recall
0,0.4805155098438263,0.32215189933776855,0.668610155582428,1e-04,0.34445351362228394,0.48935893177986145,0.3028026521205902,0.1793714463710785,1.0378994941711426,0.21256083250045776,0.45695364475250244
1,0.6112307906150818,0.4412234127521515,0.5117779970169067,1e-04,0.568114161491394,0.5493571162223816,0.6852158308029175,0.524730384349823,0.4210056960582733,0.677603542804718,0.6059615015983582
2,0.6505177617073059,0.4831753373146057,0.4611279368400574,1e-04,0.6366214156150818,0.5826366543769836,0.7182205319404602,0.5640336275100708,0.38170117139816284,0.7069423794746399,0.6545267105102539
3,0.6730772852897644,0.5082474946975708,0.4320354759693146,1e-04,0.6701444387435913,0.6040849089622498,0.7297772765159607,0.5785102844238281,0.36364245414733887,0.7333070039749146,0.6623216867446899
4,0.6879412531852722,0.525287926197052,0.4131554067134857,1e-04,0.6902863383293152,0.6190263032913208,0.7418869137763977,0.5933994054794312,0.3489427864551544,0.7539629340171814,0.6773121356964111
5,0.6997392177581787,0.5391213297843933,0.39785340428352356,1e-04,0.7057390213012695,0.6307049989700317,0.7539372444152832,0.6090443730354309,0.3316723704338074,0.7680519223213196,0.687726616859436
6,0.7102727890014648,0.5516224503517151,0.3844756782054901,1e-04,0.7186886668205261,0.6413934826850891,0.7607477307319641,0.6175775527954102,0.3266300559043884,0.7561719417572021,0.7040203213691711
7,0.7181727290153503,0.5611424446105957,0.3746214210987091,1e-04,0.7286717295646667,0.6493016481399536,0.7610300183296204,0.6182749271392822,0.3249126374721527,0.7699180841445923,0.7091913223266602
8,0.7256248593330383,0.5702721476554871,0.3652414381504059,1e-04,0.7372722625732422,0.6573209166526794,0.7691483497619629,0.6283105611801147,0.31122228503227234,0.7959432005882263,0.6936256289482117
9,0.7311896681785583,0.5772405862808228,0.3581555187702179,1e-04,0.7437512874603271,0.6631693243980408,0.7714776992797852,0.6318187713623047,0.30598780512809753,0.8107798099517822,0.6956795454025269
10,0.7358420491218567,0.5829189419746399,0.3519904315471649,1e-04,0.7493764162063599,0.6682251691818237,0.7789730429649353,0.6416632533073425,0.30010098218917847,0.7961875200271606,0.719900906085968
11,0.7408774495124817,0.5892162919044495,0.3455563485622406,1e-04,0.7554750442504883,0.6734497547149658,0.7796869277954102,0.6422641277313232,0.2984682619571686,0.8059771060943604,0.7087517976760864
12,0.7443303465843201,0.5936831831932068,0.34102290868759155,1e-04,0.7597355246543884,0.6770035028457642,0.7857144474983215,0.6506325006484985,0.29093578457832336,0.8024474382400513,0.724399983882904
13,0.7488312721252441,0.5993793606758118,0.3351519703865051,1e-04,0.7647880911827087,0.6819618344306946,0.7879112362861633,0.6535369157791138,0.2897389829158783,0.7965444326400757,0.7345695495605469
14,0.7508398294448853,0.6019350290298462,0.3326908051967621,1e-04,0.7670432925224304,0.6841184496879578,0.7895494699478149,0.655777633190155,0.28442198038101196,0.8200594782829285,0.7211271524429321
